SalePrice,YearBuilt,YearBuilt2,YrSold,Yrsold2,MonthSold,Size(sqf),Size2(sqf),Floor,Floor2,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_APT2,N_manager,N_elevators,N_manager2,N_elevators2,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(PublicOffice)2,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Elementary)2,N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),N_SchoolNearBy(Total)2
300884,2006,4024036,2013,4052169,9,1412,1993744,16,256,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
314159,2006,4024036,2013,4052169,9,1743,3038049,19,361,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
161504,2005,4020025,2013,4052169,9,572,327184,11,121,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
153982,2005,4020025,2013,4052169,9,572,327184,10,100,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
150442,2005,4020025,2013,4052169,9,572,327184,2,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
254867,2007,4028049,2013,4052169,9,1103,1216609,7,49,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
145132,2005,4020025,2013,4052169,9,572,327184,7,49,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
245132,2005,4020025,2013,4052169,9,1184,1401856,6,36,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
119469,1992,3968064,2013,4052169,9,644,414736,11,121,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
233185,2008,4032064,2013,4052169,9,829,687241,15,225,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
254867,2008,4032064,2013,4052169,9,914,835396,9,81,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
203539,2006,4024036,2013,4052169,9,903,815409,4,16,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
262831,2007,4028049,2013,4052169,9,868,753424,14,196,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
215044,1986,3944196,2013,4052169,9,1377,1896129,4,16,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
338938,2007,4028049,2013,4052169,9,1643,2699449,14,196,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
210619,2006,4024036,2013,4052169,9,903,815409,9,81,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
215044,1986,3944196,2013,4052169,9,1313,1723969,7,49,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
265486,2006,4024036,2013,4052169,9,1192,1420864,12,144,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
361061,2007,4028049,2013,4052169,9,1387,1923769,32,1024,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
230088,1986,3944196,2013,4052169,9,1313,1723969,11,121,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
225663,2006,4024036,2013,4052169,9,903,815409,7,49,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
203539,1986,3944196,2013,4052169,9,1131,1279161,4,16,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
97345,1997,3988009,2013,4052169,10,558,311364,10,100,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,1,2,4,4,16,7,49,1,2,1,1,1,4,16,0,0,3,5,13,7,49
243362,2009,4036081,2013,4052169,10,1160,1345600,8,64,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
238938,2009,4036081,2013,4052169,10,1160,1345600,6,36,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
277876,2013,4052169,2013,4052169,10,910,828100,18,324,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
225663,2006,4024036,2013,4052169,10,910,828100,7,49,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
93805,1985,3940225,2013,4052169,10,587,344569,7,49,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
314159,2007,4028049,2013,4052169,10,1483,2199289,23,529,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
242477,2006,4024036,2013,4052169,10,914,835396,16,256,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
265486,2006,4024036,2013,4052169,10,1412,1993744,2,4,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
349557,2006,4024036,2013,4052169,10,2056,4227136,12,144,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
247787,2008,4032064,2013,4052169,10,914,835396,17,289,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
106194,1992,3968064,2013,4052169,10,576,331776,12,144,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
122123,1992,3968064,2013,4052169,10,644,414736,13,169,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
218584,2005,4020025,2013,4052169,10,914,835396,22,484,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
148672,1993,3972049,2013,4052169,10,644,414736,17,289,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
269911,1993,3972049,2013,4052169,10,2337,5461569,14,196,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
116814,1992,3968064,2013,4052169,10,644,414736,7,49,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
243362,2008,4032064,2013,4052169,10,829,687241,18,324,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
194690,2005,4020025,2013,4052169,10,743,552049,7,49,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
157079,1993,3972049,2013,4052169,10,644,414736,9,81,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
230088,2005,4020025,2013,4052169,10,914,835396,23,529,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
263451,2007,4028049,2013,4052169,10,1103,1216609,20,400,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
118584,1992,3968064,2013,4052169,10,644,414736,8,64,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
230088,2008,4032064,2013,4052169,10,914,835396,19,361,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
255752,2008,4032064,2013,4052169,10,914,835396,11,121,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
103539,1992,3968064,2013,4052169,10,576,331776,2,4,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
256637,2008,4032064,2013,4052169,10,914,835396,17,289,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
148672,1993,3972049,2013,4052169,10,644,414736,17,289,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
228761,2005,4020025,2013,4052169,10,914,835396,17,289,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
261061,1993,3972049,2013,4052169,10,1761,3101121,15,225,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
172566,1993,3972049,2013,4052169,10,914,835396,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
259292,2008,4032064,2013,4052169,10,914,835396,23,529,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
157522,2005,4020025,2013,4052169,10,572,327184,1,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
179646,1993,3972049,2013,4052169,10,914,835396,16,256,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
229203,2007,4028049,2013,4052169,10,914,835396,25,625,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
159292,1993,3972049,2013,4052169,10,914,835396,1,1,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
172566,1993,3972049,2013,4052169,10,914,835396,13,169,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
230088,1993,3972049,2013,4052169,10,1451,2105401,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
151769,1993,3972049,2013,4052169,10,644,414736,10,100,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
109734,1992,3968064,2013,4052169,10,576,331776,13,169,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
238053,2008,4032064,2013,4052169,10,829,687241,17,289,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
168141,1986,3944196,2013,4052169,10,914,835396,5,25,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
322814,2007,4028049,2013,4052169,10,1643,2699449,23,529,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
203539,2006,4024036,2013,4052169,10,857,734449,7,49,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
351247,2007,4028049,2013,4052169,10,1928,3717184,5,25,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
203539,2006,4024036,2013,4052169,10,903,815409,10,100,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
271681,2007,4028049,2013,4052169,10,868,753424,18,324,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
206194,2006,4024036,2013,4052169,10,903,815409,7,49,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
278761,2007,4028049,2013,4052169,10,868,753424,16,256,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
263716,2007,4028049,2013,4052169,10,868,753424,24,576,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
320469,2007,4028049,2013,4052169,10,1643,2699449,22,484,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
322566,2007,4028049,2013,4052169,10,1643,2699449,24,576,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
225663,2009,4036081,2013,4052169,11,910,828100,5,25,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
262831,2013,4052169,2013,4052169,11,910,828100,2,4,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
283185,2007,4028049,2013,4052169,11,1444,2085136,8,64,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
83185,1986,3944196,2013,4052169,11,547,299209,2,4,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
332743,2006,4024036,2013,4052169,11,1743,3038049,7,49,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
279646,2006,4024036,2013,4052169,11,1149,1320201,13,169,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
281415,2006,4024036,2013,4052169,11,1149,1320201,19,361,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
287610,2006,4024036,2013,4052169,11,1149,1320201,28,784,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
300000,2006,4024036,2013,4052169,11,1437,2064969,25,625,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
274336,2005,4020025,2013,4052169,11,1184,1401856,15,225,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
143362,1993,3972049,2013,4052169,11,644,414736,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
99115,1992,3968064,2013,4052169,11,576,331776,12,144,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
250442,2008,4032064,2013,4052169,11,914,835396,15,225,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
116814,1992,3968064,2013,4052169,11,576,331776,11,121,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
153097,2005,4020025,2013,4052169,11,572,327184,1,1,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
228761,2007,4028049,2013,4052169,11,1103,1216609,26,676,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
151327,2005,4020025,2013,4052169,11,572,327184,2,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
230088,2008,4032064,2013,4052169,11,829,687241,7,49,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
250442,2008,4032064,2013,4052169,11,914,835396,15,225,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
293238,2007,4028049,2013,4052169,11,1643,2699449,4,16,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
220353,2006,4024036,2013,4052169,11,903,815409,9,81,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
280530,2007,4028049,2013,4052169,11,868,753424,18,324,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
206194,2006,4024036,2013,4052169,11,903,815409,3,9,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
169026,1986,3944196,2013,4052169,11,914,835396,12,144,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
230088,2006,4024036,2013,4052169,11,903,815409,8,64,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
285433,2007,4028049,2013,4052169,11,1643,2699449,3,9,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
207964,1986,3944196,2013,4052169,11,1131,1279161,10,100,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
139823,1978,3912484,2013,4052169,11,903,815409,2,4,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,4,1,4,1,16,3,9,2,1,1,0,0,3,9,3,3,2,3,7,11,121
228318,2007,4028049,2013,4052169,11,868,753424,2,4,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
207079,2006,4024036,2013,4052169,11,903,815409,3,9,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
353982,2007,4028049,2013,4052169,11,1643,2699449,2,4,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
137610,1978,3912484,2013,4052169,11,903,815409,1,1,corridor,individual_heating,self_management,87,0,0~5min,0-5min,2,4,1,4,1,16,3,9,2,1,1,0,0,3,9,3,3,2,3,7,11,121
230088,2009,4036081,2013,4052169,12,910,828100,8,64,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,1,2,5,4,25,2,4,1,0,0,2,1,2,4,1,1,1,5,6,5,25
300884,2013,4052169,2013,4052169,12,910,828100,19,361,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
265486,2013,4052169,2013,4052169,12,907,822649,24,576,terraced,individual_heating,management_in_trust,8,930,0~5min,0-5min,7,49,6,14,36,196,5,25,1,1,1,0,1,4,16,2,2,3,7,9,11,121
230088,2006,4024036,2013,4052169,12,910,828100,20,400,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
319469,2007,4028049,2013,4052169,12,1483,2199289,24,576,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
353982,2007,4028049,2013,4052169,12,1690,2856100,19,361,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
294690,2007,4028049,2013,4052169,12,1334,1779556,5,25,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
156637,1986,3944196,2013,4052169,12,910,828100,15,225,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
307964,2006,4024036,2013,4052169,12,1437,2064969,19,361,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
380530,2006,4024036,2013,4052169,12,2056,4227136,25,625,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
284955,2006,4024036,2013,4052169,12,1149,1320201,10,100,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
181415,1992,3968064,2013,4052169,12,1448,2096704,2,4,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
265486,2007,4028049,2013,4052169,12,1419,2013561,4,16,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
242477,1993,3972049,2013,4052169,12,1451,2105401,14,196,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
194690,1993,3972049,2013,4052169,12,914,835396,3,9,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
256637,2008,4032064,2013,4052169,12,914,835396,11,121,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
232743,2005,4020025,2013,4052169,12,914,835396,21,441,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
238938,2008,4032064,2013,4052169,12,914,835396,17,289,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,36,6,14,36,196,3,9,1,1,1,0,1,2,4,3,2,2,8,7,9,81
234513,2007,4028049,2013,4052169,12,1103,1216609,6,36,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
157964,1993,3972049,2013,4052169,12,644,414736,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
149557,1993,3972049,2013,4052169,12,644,414736,13,169,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
205309,2005,4020025,2013,4052169,12,743,552049,17,289,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
169469,2005,4020025,2013,4052169,12,572,327184,10,100,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
